"FIQ_ORDRE";"FIQ_PES";"FIQ_TRA_CODE";"FIQ_DATE_DEPOT";"FIQ_DATE_TRI";"MATERIAUX";"POIDS_VRAC";"POIDS_SAC";"FAMILLE_MATERIAUX"
16998;1528817;"151005";07/08/23;07/08/23;"autre plastique valorisable (objets)";0;0;"Materiaux non valorisables"
16998;1528817;"151005";07/08/23;07/08/23;"Fines alu";0,03;0;"Emballages métalliques"
16998;1528817;"151005";07/08/23;07/08/23;"Emballages recyclables en acier";0,55;0;"Emballages métalliques"
16998;1528817;"151005";07/08/23;07/08/23;"GM";1,45;0;"Autres papiers recyclables"
16998;1528817;"151005";07/08/23;07/08/23;"PE PP PS autre valorisable barquettes pots";0;0;"Materiaux non valorisables"
16998;1528817;"151005";07/08/23;07/08/23;"PET autre et PVC";0,7;0;"Flaconnages recyclables en plastique"
16998;1528817;"151005";07/08/23;07/08/23;"Recyclables imbriqués";0;0;"Materiaux non valorisables"
16998;1528817;"151005";07/08/23;07/08/23;"PET Foncé, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
16998;1528817;"151005";07/08/23;07/08/23;"Carton plat et carton ondulé imprimé";6,48;0;"Emballages papier - carton"
16998;1528817;"151005";07/08/23;07/08/23;"Objets plastique valorisables (valo)";0;0;"Autres emb recyclables en plastique"
16998;1528817;"151005";07/08/23;07/08/23;"Journaux et magazines";3,68;0;"Autres papiers recyclables"
16998;1528817;"151005";07/08/23;07/08/23;"Récurrence carton plats et ondulé imprimé";0;0;"Emballages papier - carton"
16998;1528817;"151005";07/08/23;07/08/23;"PET transparent incolore et bleuté clair";0,18;0;"Flaconnages recyclables en plastique"
16998;1528817;"151005";07/08/23;07/08/23;"Verre recyclable";0;0;"Materiaux non valorisables"
16998;1528817;"151005";07/08/23;07/08/23;"Sacs fermés contenant des OM brutes";0;0;"Materiaux non valorisables"
16998;1528817;"151005";07/08/23;07/08/23;"PET Clair, barquettes, pot (valo)";0,07;0;"Autres emb recyclables en plastique"
16998;1528817;"151005";07/08/23;07/08/23;"PET Clair, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
17004;1529398;"170009";11/08/23;11/08/23;"Verre recyclable";0;0;"Materiaux non valorisables"
17005;1529490;"133004";14/08/23;14/08/23;"PET Clair, barquettes, pot (valo)";0,07;0;"Autres emb recyclables en plastique"
17005;1529490;"133004";14/08/23;14/08/23;"Non valorisables vrais";19,96;0;"Materiaux non valorisables"
17005;1529490;"133004";14/08/23;14/08/23;"PET transparent incolore et bleuté clair";0,49;0;"Flaconnages recyclables en plastique"
17005;1529490;"133004";14/08/23;14/08/23;"Recyclables souillés";0;0;"Materiaux non valorisables"
17005;1529490;"133004";14/08/23;14/08/23;"ELA";0,33;0;"Emballages papier - carton"
17005;1529490;"133004";14/08/23;14/08/23;"Fines alu";0,15;0;"Emballages métalliques"
17005;1529490;"133004";14/08/23;14/08/23;"PET Foncé, barquettes, pot (valo)";0;0;""
17005;1529490;"133004";14/08/23;14/08/23;"Emballages recyclables en aluminium";0,2;0;"Emballages métalliques"
17005;1529490;"133004";14/08/23;14/08/23;"PEHD translucide ou opaque";0,7;0;"Flaconnages recyclables en plastique"
17005;1529490;"133004";14/08/23;14/08/23;"autre plastique valorisable (objets)";0;0;"Materiaux non valorisables"
17005;1529490;"133004";14/08/23;14/08/23;"PE PP PS autre valorisable barquettes pots";0;0;"Materiaux non valorisables"
17005;1529490;"133004";14/08/23;14/08/23;"Sacs fermés contenant des OM brutes";0;0;"Materiaux non valorisables"
17005;1529490;"133004";14/08/23;14/08/23;"Recyclables imbriqués";0;0;"Materiaux non valorisables"
17005;1529490;"133004";14/08/23;14/08/23;"Emballages recyclables en acier";0,22;0;"Emballages métalliques"
17005;1529490;"133004";14/08/23;14/08/23;"PE films valorisables";0;0;"Autres emb recyclables en plastique"
17005;1529490;"133004";14/08/23;14/08/23;"Carton plat et carton ondulé imprimé";8,08;0;"Emballages papier - carton"
17005;1529490;"133004";14/08/23;14/08/23;"GM";0,23;0;"Autres papiers recyclables"
17005;1529490;"133004";14/08/23;14/08/23;"PE films valorisables (valo)";0,27;0;"Autres emb recyclables en plastique"
17005;1529490;"133004";14/08/23;14/08/23;"Verre recyclable";0;0;"Materiaux non valorisables"
17005;1529490;"133004";14/08/23;14/08/23;"PET Foncé, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
17005;1529490;"133004";14/08/23;14/08/23;"Objets plastique valorisables (valo)";0;0;"Autres emb recyclables en plastique"
17005;1529490;"133004";14/08/23;14/08/23;"Matériaux hors PTM";0;0;"Materiaux non valorisables"
17005;1529490;"133004";14/08/23;14/08/23;"PET autre et PVC";0,32;0;"Flaconnages recyclables en plastique"
17005;1529490;"133004";14/08/23;14/08/23;"Carton brun";0;0;"Emballages papier - carton"
17005;1529490;"133004";14/08/23;14/08/23;"PET Clair, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
17005;1529490;"133004";14/08/23;14/08/23;"Eléments fins non triables";0;0;"Materiaux non valorisables"
17005;1529490;"133004";14/08/23;14/08/23;"Récurrence carton plats et ondulé imprimé";0;0;"Emballages papier - carton"
17005;1529490;"133004";14/08/23;14/08/23;"autre plastique non valorisable";0,97;0;"Materiaux non valorisables"
17005;1529490;"133004";14/08/23;14/08/23;"PE PP PS barquettes pots (valo)";0;0;"Autres emb recyclables en plastique"
17005;1529490;"133004";14/08/23;14/08/23;"Journaux et magazines";8,09;0;"Autres papiers recyclables"
17006;1529855;"120026";17/08/23;17/08/23;"PET Foncé, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
17006;1529855;"120026";17/08/23;17/08/23;"Recyclables imbriqués";0;0;"Materiaux non valorisables"
17006;1529855;"120026";17/08/23;17/08/23;"autre plastique non valorisable";0,45;0;"Materiaux non valorisables"
17006;1529855;"120026";17/08/23;17/08/23;"autre plastique valorisable (objets)";0;0;"Materiaux non valorisables"
17006;1529855;"120026";17/08/23;17/08/23;"Recyclables souillés";0;0;"Materiaux non valorisables"
17006;1529855;"120026";17/08/23;17/08/23;"Emballages recyclables en aluminium";0,07;0;"Emballages métalliques"
17006;1529855;"120026";17/08/23;17/08/23;"Carton brun";0;0;"Emballages papier - carton"
17006;1529855;"120026";17/08/23;17/08/23;"PE PP PS barquettes pots (valo)";0;0;"Autres emb recyclables en plastique"
17006;1529855;"120026";17/08/23;17/08/23;"Carton plat et carton ondulé imprimé";2,66;0;"Emballages papier - carton"
17006;1529855;"120026";17/08/23;17/08/23;"Non valorisables vrais";28,75;0;"Materiaux non valorisables"
17006;1529855;"120026";17/08/23;17/08/23;"PEHD translucide ou opaque";1,63;0;"Flaconnages recyclables en plastique"
17006;1529855;"120026";17/08/23;17/08/23;"Emballages recyclables en acier";0,45;0;"Emballages métalliques"
17006;1529855;"120026";17/08/23;17/08/23;"PET Clair, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
17006;1529855;"120026";17/08/23;17/08/23;"Journaux et magazines";16,28;0;"Autres papiers recyclables"
17006;1529855;"120026";17/08/23;17/08/23;"PET Foncé, barquettes, pot (valo)";0;0;""
17006;1529855;"120026";17/08/23;17/08/23;"PET autre et PVC";0,15;0;"Flaconnages recyclables en plastique"
17006;1529855;"120026";17/08/23;17/08/23;"Objets plastique valorisables (valo)";0;0;"Autres emb recyclables en plastique"
17006;1529855;"120026";17/08/23;17/08/23;"ELA";0,11;0;"Emballages papier - carton"
17006;1529855;"120026";17/08/23;17/08/23;"Verre recyclable";0;0;"Materiaux non valorisables"
17006;1529855;"120026";17/08/23;17/08/23;"PET transparent incolore et bleuté clair";0,7;0;"Flaconnages recyclables en plastique"
17006;1529855;"120026";17/08/23;17/08/23;"PE PP PS autre valorisable barquettes pots";0;0;"Materiaux non valorisables"
17006;1529855;"120026";17/08/23;17/08/23;"Fines alu";0,07;0;"Emballages métalliques"
17006;1529855;"120026";17/08/23;17/08/23;"GM";0,63;0;"Autres papiers recyclables"
17006;1529855;"120026";17/08/23;17/08/23;"Eléments fins non triables";0;0;"Materiaux non valorisables"
17006;1529855;"120026";17/08/23;17/08/23;"Récurrence carton plats et ondulé imprimé";0;0;"Emballages papier - carton"
17006;1529855;"120026";17/08/23;17/08/23;"Sacs fermés contenant des OM brutes";0;0;"Materiaux non valorisables"
17006;1529855;"120026";17/08/23;17/08/23;"PE films valorisables (valo)";0,1;0;"Autres emb recyclables en plastique"
17006;1529855;"120026";17/08/23;17/08/23;"Matériaux hors PTM";0;0;"Materiaux non valorisables"
17006;1529855;"120026";17/08/23;17/08/23;"PET Clair, barquettes, pot (valo)";0,23;0;"Autres emb recyclables en plastique"
17007;1529840;"120060";17/08/23;17/08/23;"PET transparent incolore et bleuté clair";1,13;0;"Flaconnages recyclables en plastique"
17008;1530001;"110006";18/08/23;18/08/23;"Non valorisables vrais";19,38;0;"Materiaux non valorisables"
17009;1530145;"120059";21/08/23;21/08/23;"autre plastique non valorisable";0,34;0;"Materiaux non valorisables"
17009;1530145;"120059";21/08/23;21/08/23;"PE PP PS autre valorisable barquettes pots";0;0;"Materiaux non valorisables"
17009;1530145;"120059";21/08/23;21/08/23;"Journaux et magazines";1,3;0;"Autres papiers recyclables"
17009;1530145;"120059";21/08/23;21/08/23;"PE PP PS barquettes pots (valo)";0;0;"Autres emb recyclables en plastique"
17009;1530145;"120059";21/08/23;21/08/23;"Verre recyclable";0;0;"Materiaux non valorisables"
17009;1530145;"120059";21/08/23;21/08/23;"Récurrence carton plats et ondulé imprimé";0;0;"Emballages papier - carton"
17009;1530145;"120059";21/08/23;21/08/23;"Carton brun";0;0;"Emballages papier - carton"
17009;1530145;"120059";21/08/23;21/08/23;"PET Foncé, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
17009;1530145;"120059";21/08/23;21/08/23;"ELA";0,32;0;"Emballages papier - carton"
17009;1530145;"120059";21/08/23;21/08/23;"Matériaux hors PTM";0;0;"Materiaux non valorisables"
17009;1530145;"120059";21/08/23;21/08/23;"Carton plat et carton ondulé imprimé";2,89;0;"Emballages papier - carton"
17009;1530145;"120059";21/08/23;21/08/23;"Recyclables imbriqués";0;0;"Materiaux non valorisables"
17009;1530145;"120059";21/08/23;21/08/23;"PE films valorisables";0;0;"Autres emb recyclables en plastique"
17009;1530145;"120059";21/08/23;21/08/23;"Sacs fermés contenant des OM brutes";0;0;"Materiaux non valorisables"
17009;1530145;"120059";21/08/23;21/08/23;"PET transparent incolore et bleuté clair";1,01;0;"Flaconnages recyclables en plastique"
17009;1530145;"120059";21/08/23;21/08/23;"Eléments fins non triables";0;0;"Materiaux non valorisables"
17072;1537660;"320018";08/11/23;08/11/23;"Carton plat et carton ondulé imprimé";6,81;0;"Emballages papier - carton"
17072;1537660;"320018";08/11/23;08/11/23;"Carton brun";0;0;"Emballages papier - carton"
17072;1537660;"320018";08/11/23;08/11/23;"Sacs fermés contenant des OM brutes";0;0;"Materiaux non valorisables"
17072;1537660;"320018";08/11/23;08/11/23;"Journaux et magazines";4,48;0;"Autres papiers recyclables"
17072;1537660;"320018";08/11/23;08/11/23;"PE PP PS autre valorisable barquettes pots";0;0;"Materiaux non valorisables"
17072;1537660;"320018";08/11/23;08/11/23;"ELA";0,32;0;"Emballages papier - carton"
17072;1537660;"320018";08/11/23;08/11/23;"PET Foncé, barquettes, pot (valo)";0;0;""
17072;1537660;"320018";08/11/23;08/11/23;"GM";0,14;0;"Autres papiers recyclables"
17072;1537660;"320018";08/11/23;08/11/23;"PE films valorisables (valo)";0,53;0;"Autres emb recyclables en plastique"
17072;1537660;"320018";08/11/23;08/11/23;"Récurrence carton plats et ondulé imprimé";0;0;"Emballages papier - carton"
17072;1537660;"320018";08/11/23;08/11/23;"Objets plastique valorisables (valo)";0;0;"Autres emb recyclables en plastique"
17072;1537660;"320018";08/11/23;08/11/23;"PET Foncé, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
17072;1537660;"320018";08/11/23;08/11/23;"Matériaux hors PTM";0;0;"Materiaux non valorisables"
17072;1537660;"320018";08/11/23;08/11/23;"PET Clair, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
17072;1537660;"320018";08/11/23;08/11/23;"PET autre et PVC";0,17;0;"Flaconnages recyclables en plastique"
17073;1537669;"110003";08/11/23;08/11/23;"Récurrence carton plats et ondulé imprimé";0;0;"Emballages papier - carton"
17073;1537669;"110003";08/11/23;08/11/23;"Fines alu";0,34;0;"Emballages métalliques"
17073;1537669;"110003";08/11/23;08/11/23;"Matériaux hors PTM";0;0;"Materiaux non valorisables"
17073;1537669;"110003";08/11/23;08/11/23;"Non valorisables vrais";8,77;0;"Materiaux non valorisables"
17073;1537669;"110003";08/11/23;08/11/23;"PET Foncé, barquettes, pot (valo)";0;0;""
17073;1537669;"110003";08/11/23;08/11/23;"Recyclables souillés";0;0;"Materiaux non valorisables"
17073;1537669;"110003";08/11/23;08/11/23;"PEHD translucide ou opaque";2,41;0;"Flaconnages recyclables en plastique"
17073;1537669;"110003";08/11/23;08/11/23;"GM";0,71;0;"Autres papiers recyclables"
17073;1537669;"110003";08/11/23;08/11/23;"Objets plastique valorisables (valo)";0;0;"Autres emb recyclables en plastique"
17073;1537669;"110003";08/11/23;08/11/23;"PET Clair, barquettes, pot (valo)";0,2;0;"Autres emb recyclables en plastique"
17073;1537669;"110003";08/11/23;08/11/23;"PE PP PS autre valorisable barquettes pots";0;0;"Materiaux non valorisables"
17073;1537669;"110003";08/11/23;08/11/23;"Eléments fins non triables";0;0;"Materiaux non valorisables"
17073;1537669;"110003";08/11/23;08/11/23;"ELA";0,75;0;"Emballages papier - carton"
17073;1537669;"110003";08/11/23;08/11/23;"autre plastique non valorisable";1,5;0;"Materiaux non valorisables"
17073;1537669;"110003";08/11/23;08/11/23;"Journaux et magazines";6,83;0;"Autres papiers recyclables"
17073;1537669;"110003";08/11/23;08/11/23;"Recyclables imbriqués";0;0;"Materiaux non valorisables"
17073;1537669;"110003";08/11/23;08/11/23;"Verre recyclable";0;0;"Materiaux non valorisables"
17073;1537669;"110003";08/11/23;08/11/23;"Carton plat et carton ondulé imprimé";10,17;0;"Emballages papier - carton"
17073;1537669;"110003";08/11/23;08/11/23;"Emballages recyclables en acier";1,45;0;"Emballages métalliques"
17073;1537669;"110003";08/11/23;08/11/23;"Carton brun";0;0;"Emballages papier - carton"
17073;1537669;"110003";08/11/23;08/11/23;"PET Foncé, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
17073;1537669;"110003";08/11/23;08/11/23;"Sacs fermés contenant des OM brutes";0;0;"Materiaux non valorisables"
17073;1537669;"110003";08/11/23;08/11/23;"PE films valorisables (valo)";1,51;0;"Autres emb recyclables en plastique"
17073;1537669;"110003";08/11/23;08/11/23;"autre plastique valorisable (objets)";0;0;"Materiaux non valorisables"
17073;1537669;"110003";08/11/23;08/11/23;"PET Clair, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
17073;1537669;"110003";08/11/23;08/11/23;"PET autre et PVC";0,4;0;"Flaconnages recyclables en plastique"
17073;1537669;"110003";08/11/23;08/11/23;"PET transparent incolore et bleuté clair";0,88;0;"Flaconnages recyclables en plastique"
17073;1537669;"110003";08/11/23;08/11/23;"PE films valorisables";0;0;"Autres emb recyclables en plastique"
17073;1537669;"110003";08/11/23;08/11/23;"PE PP PS barquettes pots (valo)";0;0;"Autres emb recyclables en plastique"
17074;1537707;"112009";08/11/23;08/11/23;"PE PP PS barquettes pots (valo)";0;0;"Autres emb recyclables en plastique"
17074;1537707;"112009";08/11/23;08/11/23;"PET autre et PVC";0,29;0;"Flaconnages recyclables en plastique"
17074;1537707;"112009";08/11/23;08/11/23;"PET Clair, barquettes, pot (valo)";0,3;0;"Autres emb recyclables en plastique"
17074;1537707;"112009";08/11/23;08/11/23;"autre plastique valorisable (objets)";0;0;"Materiaux non valorisables"
17074;1537707;"112009";08/11/23;08/11/23;"Recyclables souillés";0;0;"Materiaux non valorisables"
17074;1537707;"112009";08/11/23;08/11/23;"Récurrence carton plats et ondulé imprimé";0;0;"Emballages papier - carton"
17074;1537707;"112009";08/11/23;08/11/23;"Fines alu";0,13;0;"Emballages métalliques"
17074;1537707;"112009";08/11/23;08/11/23;"PET Foncé, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
17074;1537707;"112009";08/11/23;08/11/23;"Recyclables imbriqués";0;0;"Materiaux non valorisables"
17074;1537707;"112009";08/11/23;08/11/23;"Sacs fermés contenant des OM brutes";0;0;"Materiaux non valorisables"
17074;1537707;"112009";08/11/23;08/11/23;"PE films valorisables (valo)";0,67;0;"Autres emb recyclables en plastique"
17074;1537707;"112009";08/11/23;08/11/23;"Objets plastique valorisables (valo)";0;0;"Autres emb recyclables en plastique"
17074;1537707;"112009";08/11/23;08/11/23;"Verre recyclable";0;0;"Materiaux non valorisables"
17074;1537707;"112009";08/11/23;08/11/23;"Carton plat et carton ondulé imprimé";10,25;0;"Emballages papier - carton"
17074;1537707;"112009";08/11/23;08/11/23;"PE PP PS autre valorisable barquettes pots";0;0;"Materiaux non valorisables"
17074;1537707;"112009";08/11/23;08/11/23;"autre plastique non valorisable";1,58;0;"Materiaux non valorisables"
17074;1537707;"112009";08/11/23;08/11/23;"Carton brun";0;0;"Emballages papier - carton"
17074;1537707;"112009";08/11/23;08/11/23;"Journaux et magazines";19,98;0;"Autres papiers recyclables"
17074;1537707;"112009";08/11/23;08/11/23;"Emballages recyclables en aluminium";0,1;0;"Emballages métalliques"
17074;1537707;"112009";08/11/23;08/11/23;"PET transparent incolore et bleuté clair";0,86;0;"Flaconnages recyclables en plastique"
17074;1537707;"112009";08/11/23;08/11/23;"Matériaux hors PTM";0;0;"Materiaux non valorisables"
17074;1537707;"112009";08/11/23;08/11/23;"Eléments fins non triables";0;0;"Materiaux non valorisables"
17074;1537707;"112009";08/11/23;08/11/23;"ELA";0,69;0;"Emballages papier - carton"
17074;1537707;"112009";08/11/23;08/11/23;"Emballages recyclables en acier";0,67;0;"Emballages métalliques"
17074;1537707;"112009";08/11/23;08/11/23;"Non valorisables vrais";4,23;0;"Materiaux non valorisables"
17074;1537707;"112009";08/11/23;08/11/23;"GM";0,61;0;"Autres papiers recyclables"
17074;1537707;"112009";08/11/23;08/11/23;"PEHD translucide ou opaque";1,08;0;"Flaconnages recyclables en plastique"
17074;1537707;"112009";08/11/23;08/11/23;"PET Foncé, barquettes, pot (valo)";0;0;""
17074;1537707;"112009";08/11/23;08/11/23;"PE films valorisables";0;0;"Autres emb recyclables en plastique"
17077;1538000;"170009";10/11/23;13/11/23;"Non valorisables vrais";6,57;0;"Materiaux non valorisables"
17077;1538000;"170009";10/11/23;13/11/23;"Carton brun";0;0;"Emballages papier - carton"
17077;1538000;"170009";10/11/23;13/11/23;"Carton plat et carton ondulé imprimé";7,42;0;"Emballages papier - carton"
17077;1538000;"170009";10/11/23;13/11/23;"autre plastique non valorisable";1,61;0;"Materiaux non valorisables"
17077;1538000;"170009";10/11/23;13/11/23;"Fines alu";0,17;0;"Emballages métalliques"
17077;1538000;"170009";10/11/23;13/11/23;"PET Foncé, barquettes, pot (valo)";0;0;""
17077;1538000;"170009";10/11/23;13/11/23;"Recyclables souillés";0;0;"Materiaux non valorisables"
17077;1538000;"170009";10/11/23;13/11/23;"Emballages recyclables en aluminium";0,27;0;"Emballages métalliques"
17077;1538000;"170009";10/11/23;13/11/23;"PET transparent incolore et bleuté clair";2,37;0;"Flaconnages recyclables en plastique"
17077;1538000;"170009";10/11/23;13/11/23;"PEHD translucide ou opaque";2,33;0;"Flaconnages recyclables en plastique"
17077;1538000;"170009";10/11/23;13/11/23;"Matériaux hors PTM";0;0;"Materiaux non valorisables"
17077;1538000;"170009";10/11/23;13/11/23;"Eléments fins non triables";0;0;"Materiaux non valorisables"
17077;1538000;"170009";10/11/23;13/11/23;"GM";3,31;0;"Autres papiers recyclables"
17077;1538000;"170009";10/11/23;13/11/23;"PET Clair, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
17077;1538000;"170009";10/11/23;13/11/23;"Journaux et magazines";10,89;0;"Autres papiers recyclables"
17077;1538000;"170009";10/11/23;13/11/23;"Emballages recyclables en acier";1,93;0;"Emballages métalliques"
17077;1538000;"170009";10/11/23;13/11/23;"Sacs fermés contenant des OM brutes";0;0;"Materiaux non valorisables"
17077;1538000;"170009";10/11/23;13/11/23;"Objets plastique valorisables (valo)";0;0;"Autres emb recyclables en plastique"
17077;1538000;"170009";10/11/23;13/11/23;"Récurrence carton plats et ondulé imprimé";0;0;"Emballages papier - carton"
17077;1538000;"170009";10/11/23;13/11/23;"PE PP PS autre valorisable barquettes pots";0;0;"Materiaux non valorisables"
17077;1538000;"170009";10/11/23;13/11/23;"ELA";1,27;0;"Emballages papier - carton"
17077;1538000;"170009";10/11/23;13/11/23;"PE films valorisables";0;0;"Autres emb recyclables en plastique"
17077;1538000;"170009";10/11/23;13/11/23;"PE films valorisables (valo)";0,91;0;"Autres emb recyclables en plastique"
17077;1538000;"170009";10/11/23;13/11/23;"PET Clair, barquettes, pot (valo)";0,23;0;"Autres emb recyclables en plastique"
17077;1538000;"170009";10/11/23;13/11/23;"autre plastique valorisable (objets)";0;0;"Materiaux non valorisables"
17077;1538000;"170009";10/11/23;13/11/23;"Recyclables imbriqués";0;0;"Materiaux non valorisables"
17077;1538000;"170009";10/11/23;13/11/23;"Verre recyclable";0;0;"Materiaux non valorisables"
17077;1538000;"170009";10/11/23;13/11/23;"PET autre et PVC";0,59;0;"Flaconnages recyclables en plastique"
17077;1538000;"170009";10/11/23;13/11/23;"PE PP PS barquettes pots (valo)";0;0;"Autres emb recyclables en plastique"
17078;1538178;"120063";13/11/23;13/11/23;"Fines alu";0,05;0;"Emballages métalliques"
17078;1538178;"120063";13/11/23;13/11/23;"PET Foncé, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
17078;1538178;"120063";13/11/23;13/11/23;"Eléments fins non triables";0;0;"Materiaux non valorisables"
17078;1538178;"120063";13/11/23;13/11/23;"Matériaux hors PTM";0;0;"Materiaux non valorisables"
17078;1538178;"120063";13/11/23;13/11/23;"PET autre et PVC";0,07;0;"Flaconnages recyclables en plastique"
17078;1538178;"120063";13/11/23;13/11/23;"Emballages recyclables en aluminium";0,16;0;"Emballages métalliques"
17078;1538178;"120063";13/11/23;13/11/23;"PEHD translucide ou opaque";0,42;0;"Flaconnages recyclables en plastique"
17078;1538178;"120063";13/11/23;13/11/23;"autre plastique valorisable (objets)";0;0;"Materiaux non valorisables"
17078;1538178;"120063";13/11/23;13/11/23;"PE PP PS autre valorisable barquettes pots";0;0;"Materiaux non valorisables"
17078;1538178;"120063";13/11/23;13/11/23;"PE PP PS barquettes pots (valo)";0;0;"Autres emb recyclables en plastique"
17078;1538178;"120063";13/11/23;13/11/23;"Récurrence carton plats et ondulé imprimé";0;0;"Emballages papier - carton"
17078;1538178;"120063";13/11/23;13/11/23;"autre plastique non valorisable";0,2;0;"Materiaux non valorisables"
17078;1538178;"120063";13/11/23;13/11/23;"PET Foncé, barquettes, pot (valo)";0;0;""
17078;1538178;"120063";13/11/23;13/11/23;"Recyclables souillés";0;0;"Materiaux non valorisables"
17078;1538178;"120063";13/11/23;13/11/23;"Recyclables imbriqués";0;0;"Materiaux non valorisables"
17078;1538178;"120063";13/11/23;13/11/23;"PE films valorisables";0;0;"Autres emb recyclables en plastique"
17078;1538178;"120063";13/11/23;13/11/23;"Journaux et magazines";0,83;0;"Autres papiers recyclables"
17078;1538178;"120063";13/11/23;13/11/23;"Verre recyclable";0;0;"Materiaux non valorisables"
17078;1538178;"120063";13/11/23;13/11/23;"Sacs fermés contenant des OM brutes";0;0;"Materiaux non valorisables"
17078;1538178;"120063";13/11/23;13/11/23;"ELA";0,39;0;"Emballages papier - carton"
17078;1538178;"120063";13/11/23;13/11/23;"PET transparent incolore et bleuté clair";0,27;0;"Flaconnages recyclables en plastique"
17078;1538178;"120063";13/11/23;13/11/23;"Non valorisables vrais";37,58;0;"Materiaux non valorisables"
17078;1538178;"120063";13/11/23;13/11/23;"Carton brun";0;0;"Emballages papier - carton"
17078;1538178;"120063";13/11/23;13/11/23;"Objets plastique valorisables (valo)";0;0;"Autres emb recyclables en plastique"
17078;1538178;"120063";13/11/23;13/11/23;"Carton plat et carton ondulé imprimé";3,15;0;"Emballages papier - carton"
17078;1538178;"120063";13/11/23;13/11/23;"GM";0,01;0;"Autres papiers recyclables"
17078;1538178;"120063";13/11/23;13/11/23;"Emballages recyclables en acier";0,06;0;"Emballages métalliques"
17078;1538178;"120063";13/11/23;13/11/23;"PET Clair, barquettes, pot (valo)";0,06;0;"Autres emb recyclables en plastique"
17078;1538178;"120063";13/11/23;13/11/23;"PE films valorisables (valo)";0,11;0;"Autres emb recyclables en plastique"
17076;1537926;"115003";10/11/23;10/11/23;"Matériaux hors PTM";0;0;"Materiaux non valorisables"
17077;1538000;"170009";10/11/23;13/11/23;"PET Foncé, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
17078;1538178;"120063";13/11/23;13/11/23;"PET Clair, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
17079;1538540;"133004";16/11/23;16/11/23;"PET Foncé, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
17079;1538540;"133004";16/11/23;16/11/23;"Sacs fermés contenant des OM brutes";0;0;"Materiaux non valorisables"
17079;1538540;"133004";16/11/23;16/11/23;"Non valorisables vrais";19,82;0;"Materiaux non valorisables"
17079;1538540;"133004";16/11/23;16/11/23;"PE PP PS barquettes pots (valo)";0;0;"Autres emb recyclables en plastique"
17079;1538540;"133004";16/11/23;16/11/23;"PE films valorisables (valo)";1;0;"Autres emb recyclables en plastique"
17079;1538540;"133004";16/11/23;16/11/23;"autre plastique valorisable (objets)";0;0;"Materiaux non valorisables"
17079;1538540;"133004";16/11/23;16/11/23;"PET autre et PVC";0,38;0;"Flaconnages recyclables en plastique"
17079;1538540;"133004";16/11/23;16/11/23;"autre plastique non valorisable";1,39;0;"Materiaux non valorisables"
17079;1538540;"133004";16/11/23;16/11/23;"GM";0,45;0;"Autres papiers recyclables"
17079;1538540;"133004";16/11/23;16/11/23;"Journaux et magazines";4,72;0;"Autres papiers recyclables"
17079;1538540;"133004";16/11/23;16/11/23;"Carton brun";0;0;"Emballages papier - carton"
17079;1538540;"133004";16/11/23;16/11/23;"PET Foncé, barquettes, pot (valo)";0;0;""
17079;1538540;"133004";16/11/23;16/11/23;"PE PP PS autre valorisable barquettes pots";0;0;"Materiaux non valorisables"
17079;1538540;"133004";16/11/23;16/11/23;"Récurrence carton plats et ondulé imprimé";0;0;"Emballages papier - carton"
17079;1538540;"133004";16/11/23;16/11/23;"Objets plastique valorisables (valo)";0;0;"Autres emb recyclables en plastique"
17079;1538540;"133004";16/11/23;16/11/23;"PET Clair, autre valorisable, barquettes, pot";0;0;"Materiaux non valorisables"
17079;1538540;"133004";16/11/23;16/11/23;"Matériaux hors PTM";0;0;"Materiaux non valorisables"
17079;1538540;"133004";16/11/23;16/11/23;"Emballages recyclables en acier";1,3;0;"Emballages métalliques"
17079;1538540;"133004";16/11/23;16/11/23;"PET transparent incolore et bleuté clair";0,96;0;"Flaconnages recyclables en plastique"
17079;1538540;"133004";16/11/23;16/11/23;"PEHD translucide ou opaque";2,1;0;"Flaconnages recyclables en plastique"
17079;1538540;"133004";16/11/23;16/11/23;"Fines alu";0,21;0;"Emballages métalliques"
17079;1538540;"133004";16/11/23;16/11/23;"PET Clair, barquettes, pot (valo)";0,24;0;"Autres emb recyclables en plastique"
17079;1538540;"133004";16/11/23;16/11/23;"Eléments fins non triables";0;0;"Materiaux non valorisables"
